LotArea,OverallQual,OverallCond,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Bedrooms,Kitchens,KitchenQual,TotalRooms,Functional,GarageCars,PavedDrive,Fence,MiscFeature,MiscVal,SalePrice
9000,6,3,TA,TA,BrkTil,Fa,Fa,GasA,TA,False,2,1,TA,5,Typ,2,N,,,0,76000
3363,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Maj1,2,Y,,,0,130000
10400,7,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,MnPrv,,0,152000
9313,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,190000
10083,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,184900
8834,9,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Ex,10,Typ,3,Y,,,0,350000
5000,5,4,TA,TA,BrkTil,TA,TA,GasA,Gd,False,3,1,TA,6,Typ,1,Y,,,0,79000
8000,6,5,TA,TA,PConc,Gd,TA,GasA,Gd,True,3,1,TA,8,Typ,2,Y,,,0,188000
9842,5,6,TA,TA,BrkTil,TA,Fa,GasA,Ex,True,4,1,TA,8,Typ,2,Y,,,0,189000
10140,5,6,TA,TA,CBlock,Gd,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,MnPrv,,0,153500
8773,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,185500
11932,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,3,Y,,,0,235128
9020,6,7,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,GdPrv,,0,174900
9056,8,5,Gd,TA,PConc,Ex,Gd,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,178000
4500,6,5,TA,Gd,PConc,Ex,Gd,GasA,Ex,True,2,1,TA,5,Typ,2,Y,,,0,153500
12968,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,4,Typ,1,Y,,,0,144000
9991,4,4,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,8,Min1,2,Y,GdWo,,0,150000
9738,5,7,TA,Gd,BrkTil,TA,TA,GasA,Gd,True,4,1,TA,7,Typ,1,Y,,,0,104900
7728,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,GdWo,,0,132500
13673,5,5,TA,Gd,CBlock,TA,TA,GasA,TA,True,3,1,TA,8,Min2,1,Y,,,0,143900
16647,5,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,6,Min2,2,Y,,,0,171000
11643,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,6,2,TA,12,Typ,4,Y,,,0,200000
9000,5,3,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,0,Y,,,0,80000
9180,5,7,TA,TA,CBlock,Gd,TA,GasA,Gd,True,2,1,Gd,5,Typ,2,Y,MnPrv,,0,144000
12376,7,5,TA,TA,PConc,Gd,TA,GasA,Gd,True,5,1,Gd,11,Typ,3,Y,,,0,320000
8120,4,7,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,2,Y,,,0,124500
14762,5,6,TA,TA,Slab,,,GasA,Gd,True,2,1,TA,7,Typ,2,P,,,0,169000
2887,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,173000
12461,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,3,Y,GdPrv,,0,262000
7153,6,5,TA,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,Gd,6,Typ,2,Y,GdWo,,0,179200
10012,4,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,MnPrv,,0,137500
14559,5,7,Gd,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,6,Min1,1,Y,,Shed,2000,164900
10592,6,7,TA,Gd,PConc,TA,Fa,GasA,TA,True,3,1,Gd,7,Typ,1,Y,,,0,165000
7226,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,183000
12435,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,231500
4671,8,5,Gd,TA,PConc,Gd,TA,GasA,Gd,True,2,1,Gd,5,Typ,2,Y,,,0,189000
9672,6,5,TA,TA,PConc,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,GdPrv,,0,152000
11250,4,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,5,1,TA,8,Min2,1,Y,,,0,161500
13286,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Ex,8,Typ,3,Y,,,0,320000
12180,4,4,TA,Fa,BrkTil,Gd,TA,Grav,Fa,False,2,1,Fa,5,Typ,1,Y,MnPrv,,0,80000
10084,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,3,Y,,,0,212900
5890,6,8,Gd,Gd,BrkTil,TA,TA,GasA,Ex,True,2,1,TA,5,Typ,1,Y,,,0,120500
9965,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Gd,11,Typ,3,Y,,,0,424870
9600,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,1,Y,MnPrv,,0,124500
16196,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,5,Typ,2,Y,,,0,215000
7200,5,8,TA,Gd,CBlock,Gd,TA,GasA,Gd,True,2,1,TA,5,Typ,1,Y,MnPrv,,0,133900
9636,6,5,TA,TA,PConc,Gd,TA,GasA,Gd,True,3,1,TA,7,Typ,2,Y,MnPrv,,0,178000
11700,6,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,4,1,TA,8,Typ,2,Y,,,0,154000
8749,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,192000
8400,6,3,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,156500
10440,5,8,TA,TA,PConc,TA,TA,GasA,Gd,True,3,1,Gd,8,Typ,2,P,,,0,157500
12416,6,5,TA,TA,CBlock,Gd,Fa,GasA,TA,True,3,1,TA,7,Min2,2,Y,,,0,184000
12342,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Min1,1,Y,GdWo,Shed,600,139900
11553,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,7,Typ,1,Y,,,0,158000
10140,6,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,MnPrv,,0,165000
12000,5,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,GdWo,,0,147000
17043,6,5,TA,Gd,CBlock,Gd,Fa,GasA,TA,True,3,1,TA,7,Typ,2,Y,,,0,181000
13704,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,3,Y,,,0,205000
7930,6,8,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,Gd,5,Typ,2,Y,,,0,156000
11839,7,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,10,Typ,2,Y,,,0,262280
8250,5,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,1,Y,,,0,134000
8944,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,4,2,TA,8,Mod,3,Y,,,0,124000
8731,5,5,TA,Fa,BrkTil,TA,TA,GasA,TA,True,3,1,TA,6,Maj1,2,Y,,,0,144000
7162,5,7,TA,TA,PConc,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,MnPrv,,0,109900
9000,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Ex,11,Typ,2,Y,,,0,303477
2280,6,5,TA,TA,CBlock,Gd,TA,GasA,Fa,True,3,1,TA,7,Typ,2,Y,,,0,146000
46589,8,7,Gd,TA,PConc,Gd,Gd,GasA,Ex,True,4,1,Gd,8,Typ,3,Y,,,0,402000
8029,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,8,Typ,2,Y,,,0,176000
9247,6,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,4,1,TA,8,Typ,2,Y,,,0,171000
11235,4,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,148000
9000,6,5,TA,TA,CBlock,Gd,TA,GasA,Gd,True,2,1,TA,6,Typ,1,Y,,,0,139000
6000,4,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,4,Typ,1,Y,,,0,107900
11275,6,7,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,,,0,220000
11764,8,7,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,290000
10944,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,5,Typ,2,Y,,,0,271000
14154,7,5,Gd,TA,PConc,Ex,Gd,GasA,Ex,True,3,1,Gd,9,Typ,3,Y,,,0,280000
11700,6,6,Gd,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,7,Typ,2,Y,,,0,175000
21872,7,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,,,0,175000
10574,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,9,Typ,3,Y,,,0,252000
15523,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,1,Y,,,0,133500
13346,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,268000
9600,4,2,TA,TA,BrkTil,TA,Fa,GasW,Fa,False,4,2,TA,8,Min2,3,N,,,0,87000
10721,6,6,Gd,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,142000
10192,7,6,TA,TA,CBlock,TA,TA,GasA,Gd,True,4,1,Gd,8,Typ,2,Y,GdPrv,,0,170000
22950,10,9,Gd,Gd,BrkTil,TA,TA,GasA,Ex,True,4,1,Ex,12,Typ,3,Y,GdPrv,,0,475000
9452,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,3,Y,,,0,348000
15865,8,6,Gd,Gd,PConc,TA,Gd,GasA,Ex,True,4,1,Gd,8,Typ,2,Y,,,0,268000
12160,5,5,TA,TA,CBlock,TA,TA,GasA,Fa,True,3,1,TA,6,Typ,2,Y,MnPrv,,0,142000
10246,4,9,TA,Gd,CBlock,TA,Gd,GasA,Ex,True,0,1,TA,3,Typ,1,Y,,,0,145000
14100,8,9,TA,Gd,CBlock,TA,TA,GasA,Ex,True,4,1,Gd,11,Typ,3,Y,GdWo,,0,381000
7200,5,7,TA,TA,BrkTil,TA,Fa,GasA,TA,False,3,1,Fa,6,Typ,1,N,,,0,101000
5925,3,6,TA,TA,BrkTil,TA,TA,Grav,Fa,False,2,1,TA,6,Typ,0,Y,GdWo,,0,37900
5436,4,8,TA,Gd,BrkTil,TA,TA,GasA,Gd,True,3,1,Gd,7,Typ,1,N,MnPrv,,0,125500
11250,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,255900
3182,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,160200
14054,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,219210
4224,5,7,TA,TA,PConc,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,129900
9600,5,7,TA,Gd,BrkTil,Fa,Fa,GasA,Ex,True,2,1,TA,7,Typ,2,Y,GdPrv,,0,132000
9920,5,6,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,5,Typ,1,Y,,,0,128500
10712,5,5,TA,TA,PConc,Gd,TA,GasA,TA,True,3,1,TA,5,Typ,0,Y,MnPrv,,0,93500
13710,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,TA,6,Typ,1,Y,MnPrv,,0,152000
3696,8,5,Gd,TA,CBlock,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,170000
5100,8,7,TA,Gd,PConc,TA,TA,GasA,Fa,True,3,1,Gd,7,Typ,1,Y,MnPrv,,0,161000
10106,5,7,TA,Gd,BrkTil,TA,TA,GasA,Gd,True,4,2,TA,6,Typ,0,Y,,,0,127500
12677,8,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,1,1,Ex,6,Typ,2,Y,,,0,274000
10880,5,5,TA,TA,CBlock,TA,TA,GasW,TA,False,3,1,TA,5,Typ,1,Y,,,0,125000
9480,5,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,7,Typ,1,Y,,,0,146500
5000,5,6,TA,TA,CBlock,TA,TA,GasA,Po,False,2,1,TA,5,Typ,2,Y,,,0,87000
9600,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,,,0,167000
10800,5,4,TA,Fa,CBlock,TA,Fa,GasA,TA,False,3,2,TA,10,Mod,2,N,,,0,160000
2522,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Maj1,2,Y,,,0,137500
11000,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,MnPrv,,0,154000
12900,4,4,TA,TA,CBlock,Gd,TA,GasA,TA,True,0,2,TA,6,Typ,2,Y,,,0,108959
2628,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,175500
10207,7,6,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,227875
9230,5,8,TA,TA,CBlock,TA,TA,GasA,Gd,True,1,1,Gd,6,Typ,2,Y,MnPrv,,0,146000
6780,6,8,TA,Fa,CBlock,TA,TA,GasA,Gd,False,2,1,TA,5,Typ,0,N,,,0,84500
11616,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,139000
11924,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Ex,11,Typ,3,Y,,,0,345000
2665,5,6,TA,TA,PConc,TA,TA,GasA,Ex,True,4,1,TA,6,Typ,1,Y,,,0,127000
21695,6,9,Gd,Gd,CBlock,Gd,TA,GasA,Ex,True,3,1,Gd,5,Typ,2,Y,,,0,222000
10480,6,5,TA,TA,BrkTil,TA,TA,GasA,Ex,True,3,1,TA,6,Maj2,1,Y,,,0,115000
2448,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,154000
8400,8,6,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,227000
12735,4,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,MnWw,,0,111250
7875,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,8,Typ,2,Y,,,0,180000
10007,5,7,Gd,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,5,Typ,1,Y,MnPrv,,0,145500
8235,5,7,TA,Gd,CBlock,TA,TA,GasA,TA,True,2,1,TA,4,Typ,2,Y,MnPrv,,0,125000
7931,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,GdPrv,,0,132500
12220,10,5,Ex,TA,CBlock,Ex,TA,GasA,Ex,True,3,1,Ex,9,Typ,3,Y,,,0,402861
13450,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,8,Typ,2,Y,,,0,200000
9571,5,3,TA,Fa,CBlock,TA,Fa,GasA,TA,True,3,1,TA,5,Mod,1,Y,,,0,60000
11796,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,8,Typ,2,Y,,,0,215000
9084,4,5,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,TA,7,Typ,1,P,MnPrv,,0,108000
8872,5,8,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,147000
8450,5,8,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,1,Y,MnPrv,,0,138500
9144,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,8,Typ,1,N,,,0,145000
164660,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,Shed,700,228950
6173,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,MnPrv,,0,125500
4500,6,5,TA,TA,PConc,Ex,TA,GasA,Ex,True,2,1,TA,5,Typ,2,Y,,,0,162000
11400,10,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Ex,8,Typ,3,Y,,,0,466500
9786,3,4,TA,TA,BrkTil,TA,Fa,GasA,Fa,False,3,1,TA,6,Typ,1,P,,,0,91000
8400,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,5,Typ,1,Y,GdWo,,0,138500
5000,5,6,TA,TA,BrkTil,TA,TA,GasA,TA,True,3,1,Gd,6,Typ,1,Y,,,0,127000
13400,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,GdWo,,0,159950
5500,5,7,TA,TA,BrkTil,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,130000
9158,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,225000
10150,5,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,5,Typ,1,Y,,,0,114500
5790,3,6,Gd,Gd,CBlock,Fa,TA,GasA,Gd,False,3,2,TA,8,Typ,1,Y,,,0,107400
7910,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,4,1,TA,7,Maj1,1,Y,GdWo,,0,127000
10762,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,9,Typ,2,Y,,,0,225000
9000,6,6,TA,Gd,PConc,TA,TA,GasA,TA,True,3,1,Gd,6,Typ,1,P,,,0,141000
10084,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,307000
7200,5,5,TA,TA,CBlock,,,GasA,Gd,True,3,1,TA,7,Min1,2,Y,,,0,98300
11645,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,196500
8544,3,4,TA,TA,CBlock,,,GasA,Gd,False,2,2,TA,6,Typ,2,Y,,,0,93500
5604,5,6,TA,TA,CBlock,TA,TA,GasA,TA,False,2,1,TA,5,Typ,0,Y,,,0,98000
9100,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,6,2,TA,10,Typ,2,Y,,,0,125000
9500,6,6,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,TA,9,Typ,2,Y,GdPrv,,0,165000
1533,5,7,TA,TA,CBlock,Gd,TA,GasA,Ex,True,1,1,Ex,3,Typ,0,Y,,,0,92000
17423,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,1,1,Ex,9,Typ,3,Y,,,0,501837
19378,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,320000
10395,6,6,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,MnPrv,Shed,500,148000
10667,7,6,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,212000
10382,6,5,TA,Fa,CBlock,TA,TA,GasA,TA,True,2,1,TA,6,Typ,1,Y,,,0,140000
7937,6,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,GdPrv,,0,142500
8978,5,5,TA,TA,PConc,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,108000
4456,4,5,TA,TA,BrkTil,TA,TA,GasA,Gd,True,2,3,TA,8,Typ,0,N,,,0,113000
10200,5,8,TA,TA,PConc,TA,TA,GasA,Ex,True,2,1,TA,4,Typ,1,N,GdPrv,,0,108000
11923,9,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Ex,7,Typ,2,Y,,,0,239000
14215,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,325300
2016,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,106000
13072,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,5,Typ,2,Y,,,0,158000
12692,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,10,Typ,2,Y,,,0,430000
11248,9,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,3,Y,,,0,285000
8500,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,179600
17400,5,5,TA,TA,CBlock,TA,TA,GasA,Fa,True,3,1,TA,5,Typ,2,P,,,0,160000
8445,5,7,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,5,Typ,2,Y,MnPrv,,0,133000
10159,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Ex,8,Typ,3,Y,,,0,395192
10800,4,7,TA,TA,BrkTil,,,GasA,TA,False,3,2,TA,7,Typ,0,N,,,0,106250
9286,5,7,TA,TA,CBlock,Gd,Gd,GasA,TA,True,3,1,Gd,5,Typ,1,Y,,,0,143500
1680,6,3,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,5,Typ,1,Y,,,0,89500
5587,8,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,392500
8064,5,7,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,MnPrv,Shed,2000,122900
6120,5,6,TA,Fa,BrkTil,TA,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,MnPrv,,0,141500
10768,5,8,Gd,Gd,CBlock,Gd,TA,GasA,TA,True,3,1,Gd,6,Typ,2,Y,,,0,218000
11885,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Ex,7,Typ,2,Y,,,0,261500
12137,7,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,224900
13680,3,5,TA,TA,Slab,,,GasA,Ex,True,4,1,TA,8,Min2,2,Y,,,0,139600
7800,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,6,Typ,1,Y,MnPrv,,0,119900
9920,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,8,Typ,2,Y,,,0,269790
13418,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,309000
10463,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,8,Typ,3,Y,,,0,239900
11345,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,4,2,TA,10,Typ,2,Y,,,0,137000
7560,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Min1,1,Y,MnPrv,,0,139000
6240,5,4,TA,TA,BrkTil,Gd,TA,GasA,Gd,True,3,1,TA,7,Typ,1,Y,,,0,115000
21286,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,TA,7,Typ,1,Y,,,0,135000
8846,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,173900
10005,7,5,TA,TA,CBlock,Gd,TA,GasA,Ex,True,4,1,TA,8,Typ,2,Y,,,0,192000
24682,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,,0,181000
6792,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,202665
215245,7,5,TA,TA,CBlock,Gd,TA,GasW,TA,True,3,1,TA,8,Typ,2,Y,,,0,375000
9130,6,8,TA,TA,CBlock,TA,TA,GasA,Gd,True,4,1,Gd,7,Typ,2,Y,,,0,173000
14303,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,7,Typ,2,Y,,,0,301500
13125,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,208900
8070,4,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,5,Typ,0,Y,,,0,123600
12444,8,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Ex,7,Typ,3,Y,,,0,394617
6000,4,4,Fa,TA,CBlock,Fa,TA,GasA,TA,False,2,1,TA,4,Min2,2,Y,,,0,93000
8993,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,176485
2268,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,173000
